No,Player,Age,Pos,G,GS,Wt,Ht,BirthDate,Yrs,AV,Team,Year
45.0,G Ricci,25.0,TE,16,1,240.0,75.0,10/16/1996,0,0.0,CAR,2021
93.0,B Roy,25.0,DT,17,2,330.0,73.0,10/18/1996,1,2.0,CAR,2021
81.0,C Saunders,25.0,WR,2,0,190.0,70.0,9/15/1996,0,0.0,CAR,2021
78.0,T Scott,27.0,T,14,5,320.0,77.0,1/25/1994,3,3.0,CAR,2021
12.0,S Smith,23.0,WR,6,0,190.0,70.0,10/26/1998,0,1.0,CAR,2021
50.0,J Stanford,31.0,LB,17,0,230.0,73.0,9/2/1990,9,1.0,CAR,2021
84.0,S Sullivan,25.0,TE,3,0,248.0,77.0,11/28/1996,1,0.0,CAR,2021
28.0,K Taylor,23.0,DB,17,3,195.0,75.0,11/20/1998,0,2.0,CAR,2021
68.0,S Tecklenburg,24.0,GC,15,1,310.0,76.0,1/31/1997,1,1.0,CAR,2021
80.0,I Thomas,25.0,TE,17,13,260.0,76.0,6/6/1996,3,1.0,CAR,2021
23.0,S Thomas-Oliver,23.0,DB,12,0,190.0,72.0,6/4/1998,1,1.0,CAR,2021
86.0,C Thompson,28.0,TE,11,2,255.0,76.0,12/15/1993,1,0.0,CAR,2021
54.0,S Thompson,27.0,LB,14,13,230.0,72.0,4/21/1994,6,6.0,CAR,2021
82.0,T Tremble,21.0,TE,16,11,250.0,76.0,6/2/2000,0,1.0,CAR,2021
6.0,P Walker,26.0,QB,5,1,210.0,71.0,2/26/1995,3,1.0,CAR,2021
16.0,B Zylstra,28.0,WR,13,3,215.0,74.0,3/25/1993,3,2.0,CAR,2021
42.0,S Franklin,25.0,LB,16,0,210.0,75.0,2/2/1996,1,1.0,CAR,2021
71.0,P Hoskins,24.0,DT,3,0,315.0,77.0,1/2/1997,0,0.0,CAR,2021
24.0,A Bouye,30.0,DB,10,7,191.0,72.0,8/16/1991,8,3.0,CAR,2021
75.0,C Erving,29.0,T,9,9,315.0,77.0,8/23/1992,6,4.0,CAR,2021
5.0,Z Gonzalez,26.0,PK,12,0,202.0,72.0,5/7/1995,4,4.0,CAR,2021
26.0,D Jackson,26.0,DB,12,12,180.0,70.0,11/8/1995,3,5.0,CAR,2021
88.0,T Marshall,21.0,WR,13,3,200.0,74.0,6/9/2000,0,1.0,CAR,2021
22.0,C McCaffrey,25.0,RB,7,7,205.0,71.0,6/7/1996,4,5.0,CAR,2021
61.0,M Paradis,32.0,GC,9,9,300.0,75.0,10/12/1989,7,3.0,CAR,2021
64.0,A Bars,26.0,T,17,3,334.0,77.0,9/8/1995,2,2.0,CHI,2021
90.0,A Blackson,29.0,DT,17,8,315.0,76.0,11/14/1992,6,4.0,CHI,2021
75.0,L Borom,22.0,OL,10,8,333.0,77.0,3/30/1999,0,3.0,CHI,2021
25.0,A Burns,26.0,DB,11,6,197.0,72.0,5/1/1995,5,2.0,CHI,2021
26.0,D Bush,28.0,S,14,4,187.0,72.0,8/14/1993,5,2.0,CHI,2021
10.0,D Byrd,28.0,WR,17,4,175.0,69.0,1/27/1993,5,3.0,CHI,2021
23.0,M Christian,27.0,S,17,1,195.0,71.0,10/27/1994,5,1.0,CHI,2021
19.0,I Coulter,23.0,WR,3,0,198.0,74.0,9/18/1998,1,0.0,CHI,2021
14.0,A Dalton,34.0,QB,8,6,219.0,74.0,10/29/1987,10,3.0,CHI,2021
68.0,J Daniels,24.0,GC,17,17,327.0,76.0,9/13/1997,3,6.0,CHI,2021
97.0,M Edwards,27.0,DE,12,1,280.0,75.0,1/25/1994,6,1.0,CHI,2021
60.0,D Eiselen,25.0,GC,2,0,300.0,76.0,6/10/1996,1,0.0,CHI,2021
1.0,J Fields,22.0,QB,12,10,228.0,75.0,3/5/1999,0,6.0,CHI,2021
9.0,N Foles,32.0,QB,1,1,262.0,78.0,1/20/1989,9,1.0,CHI,2021
38.0,T Gipson,31.0,DB,12,12,207.0,73.0,8/7/1990,9,4.0,CHI,2021
99.0,T Gipson,24.0,DL,16,9,263.0,76.0,6/13/1997,1,4.0,CHI,2021
91.0,E Goldman,27.0,DT,14,10,325.0,75.0,1/6/1994,6,4.0,CHI,2021
84.0,M Goodwin,31.0,WR,14,2,180.0,69.0,11/19/1990,8,3.0,CHI,2021
80.0,J Graham,35.0,TE,15,6,259.0,79.0,11/24/1986,11,1.0,CHI,2021
27.0,T Graham,22.0,DB,4,1,193.0,71.0,6/26/1999,0,0.0,CHI,2021
24.0,K Herbert,23.0,RB,17,2,212.0,69.0,4/21/1998,0,3.0,CHI,2021
96.0,A Hicks,32.0,DE,9,9,335.0,76.0,11/16/1989,9,3.0,CHI,2021
81.0,J Holtz,28.0,TE,13,0,246.0,75.0,8/28/1993,3,0.0,CHI,2021
93.0,M Hunt,34.0,DE,10,0,295.0,80.0,7/14/1987,8,1.0,CHI,2021
74.0,G Ifedi,27.0,T,9,7,344.0,77.0,6/2/1994,5,3.0,CHI,2021
46.0,B Irvin,34.0,DE,6,1,250.0,75.0,11/1/1987,9,1.0,CHI,2021
45.0,J Iyiegbuniwe,26.0,LB,11,0,235.0,73.0,10/12/1995,3,1.0,CHI,2021
4.0,E Jackson,28.0,S,14,14,206.0,72.0,12/10/1993,4,4.0,CHI,2021
18.0,J James,27.0,TE,14,9,251.0,79.0,6/4/1994,6,1.0,CHI,2021
76.0,T Jenkins,23.0,T,6,2,320.0,78.0,3/3/1998,0,1.0,CHI,2021
92.0,C Johnson,23.0,LB,14,0,227.0,74.0,7/28/1998,0,1.0,CHI,2021
33.0,J Johnson,22.0,DB,15,15,196.0,72.0,4/19/1999,1,5.0,CHI,2021
57.0,C Jones,30.0,LB,17,1,245.0,75.0,2/18/1991,7,1.0,CHI,2021
31.0,M Joseph,26.0,DB,1,0,194.0,72.0,3/19/1995,0,0.0,CHI,2021
46.0,S Kamara,24.0,LB,8,0,275.0,74.0,12/21/1997,0,0.0,CHI,2021
39.0,T Keyes,24.0,DB,1,0,202.0,73.0,11/9/1997,1,0.0,CHI,2021
85.0,C Kmet,22.0,TE,17,17,260.0,78.0,3/10/1999,1,5.0,CHI,2021
63.0,L London,24.0,DT,1,0,280.0,77.0,8/5/1997,0,0.0,CHI,2021
43.0,L Mack,25.0,DE,3,0,240.0,73.0,10/3/1996,0,0.0,CHI,2021
32.0,D Montgomery,24.0,RB,13,13,224.0,71.0,6/7/1997,2,6.0,CHI,2021
11.0,D Mooney,24.0,WR,17,14,173.0,71.0,10/29/1997,1,9.0,CHI,2021
67.0,S Mustipher,25.0,GC,17,17,332.0,74.0,8/13/1996,1,6.0,CHI,2021
35.0,R Nall,26.0,RB,9,0,239.0,74.0,12/27/1995,2,0.0,CHI,2021
83.0,D Newsome,22.0,WR,3,1,190.0,71.0,5/15/1999,0,0.0,CHI,2021
98.0,B Nichols,25.0,DT,17,15,302.0,75.0,9/14/1996,3,6.0,CHI,2021
16.0,P O'Donnell,30.0,PK,17,0,223.0,76.0,2/22/1991,7,2.0,CHI,2021
44.0,A Ogletree,30.0,LB,16,16,250.0,75.0,9/25/1991,8,6.0,CHI,2021
71.0,J Peters,39.0,T,15,15,328.0,76.0,1/22/1982,17,7.0,CHI,2021
94.0,R Quinn,31.0,DE,16,16,245.0,76.0,5/18/1990,10,11.0,CHI,2021
12.0,A Robinson,28.0,WR,12,11,220.0,74.0,8/24/1993,7,3.0,CHI,2021
2.0,C Santos,30.0,PK,17,0,175.0,68.0,11/12/1991,7,3.0,CHI,2021
48.0,P Scales,33.0,LS,17,0,226.0,75.0,2/11/1988,7,1.0,CHI,2021
20.0,D Shelley,25.0,DB,10,4,176.0,69.0,10/8/1996,2,1.0,CHI,2021
73.0,L Simmons,25.0,GC,2,1,319.0,77.0,9/12/1996,0,0.0,CHI,2021
58.0,R Smith,24.0,LB,17,17,232.0,73.0,4/8/1997,3,11.0,CHI,2021
49.0,C Snowden,23.0,LB,2,0,240.0,79.0,3/27/1998,0,0.0,CHI,2021
95.0,K Tonga,25.0,DT,15,2,338.0,76.0,7/7/1996,0,2.0,CHI,2021
22.0,K Vildor,24.0,DB,17,12,189.0,71.0,12/11/1997,1,4.0,CHI,2021
15.0,N Webster,25.0,WR,6,0,180.0,70.0,1/27/1996,2,0.0,CHI,2021
65.0,C Whitehair,29.0,OG,17,17,316.0,75.0,7/11/1992,5,6.0,CHI,2021
70.0,E Wilkinson,26.0,T,13,1,322.0,78.0,2/10/1995,4,1.0,CHI,2021
8.0,D Williams,29.0,RB,12,2,225.0,71.0,4/3/1992,7,2.0,CHI,2021
50.0,J Attaochu,28.0,LB,5,0,262.0,75.0,1/17/1993,7,0.0,CHI,2021
21.0,X Crawford,26.0,DB,13,2,185.0,71.0,12/10/1995,2,1.0,CHI,2021
17.0,J Grant,29.0,WR,11,0,171.0,67.0,10/30/1992,5,2.0,CHI,2021
87.0,J Horsted,24.0,WR,7,0,241.0,76.0,2/27/1997,2,0.0,CHI,2021
36.0,D Houston-Carson,28.0,S,13,3,202.0,72.0,4/13/1993,5,2.0,CHI,2021
52.0,K Mack,30.0,LB,7,7,267.0,75.0,2/22/1991,7,3.0,CHI,2021
59.0,C Marsh,29.0,DE,4,0,254.0,76.0,7/7/1992,7,0.0,CHI,2021
37.0,T Tabor,26.0,DB,6,1,191.0,72.0,12/31/1995,4,1.0,CHI,2021
59.0,D Trevathan,31.0,LB,5,1,239.0,72.0,3/24/1990,9,1.0,CHI,2021
77.0,H Adeniji,24.0,OL,9,9,300.0,77.0,12/8/1997,1,4.0,CIN,2021
8.0,B Allen,29.0,QB,6,1,209.0,74.0,9/5/1992,3,0.0,CIN,2021
37.0,R Allen,30.0,DB,14,1,186.0,69.0,12/18/1991,7,1.0,CIN,2021
20.0,E Apple,26.0,DB,16,15,199.0,73.0,8/9/1995,5,6.0,CIN,2021
22.0,C Awuzie,26.0,DB,14,14,202.0,72.0,5/24/1995,4,5.0,CIN,2021
51.0,M Bailey,24.0,LB,16,3,235.0,72.0,3/7/1997,1,3.0,CIN,2021
30.0,J III,24.0,S,15,15,200.0,73.0,2/26/1997,3,6.0,CIN,2021
24.0,V Bell,27.0,S,16,16,205.0,71.0,12/12/1994,5,6.0,CIN,2021
83.0,T Boyd,27.0,WR,16,10,203.0,74.0,11/15/1994,5,8.0,CIN,2021
9.0,J Burrow,25.0,QB,16,16,221.0,76.0,12/10/1996,1,15.0,CIN,2021
79.0,J Carman,21.0,GC,17,6,330.0,77.0,1/22/2000,0,4.0,CIN,2021
1.0,J Chase,21.0,WR,17,17,200.0,73.0,3/1/2000,0,13.0,CIN,2021
76.0,M Daniels,32.0,DT,2,1,310.0,72.0,5/5/1989,9,1.0,CIN,2021
35.0,J Davis,25.0,DB,15,0,185.0,70.0,2/2/1996,3,1.0,CIN,2021
25.0,C Evans,24.0,RB,14,1,219.0,71.0,10/5/1997,0,2.0,CIN,2021
33.0,T Flowers,26.0,S,11,1,203.0,75.0,6/2/1995,3,1.0,CIN,2021
29.0,V III,26.0,DB,4,1,204.0,70.0,6/3/1995,5,1.0,CIN,2021
46.0,C Harris,37.0,TE,17,0,250.0,77.0,7/10/1984,13,1.0,CIN,2021
91.0,T Hendrickson,27.0,DE,16,14,270.0,76.0,12/5/1994,4,11.0,CIN,2021
85.0,T Higgins,22.0,WR,14,14,215.0,76.0,1/18/1999,1,10.0,CIN,2021
92.0,B Hill,26.0,DT,16,2,303.0,75.0,4/20/1995,3,3.0,CIN,2021
63.0,T Hill,21.0,GC,13,3,320.0,76.0,1/23/2000,0,2.0,CIN,2021
21.0,M Hilton,27.0,DB,17,9,184.0,69.0,3/9/1994,4,4.0,CIN,2021
66.0,T Hopkins,29.0,GC,15,15,316.0,75.0,7/6/1992,7,7.0,CIN,2021
94.0,S Hubbard,26.0,DE,16,16,265.0,77.0,6/29/1995,3,9.0,CIN,2021
10.0,K Huber,36.0,PK,17,0,210.0,73.0,7/16/1985,12,3.0,CIN,2021
16.0,T Irwin,26.0,WR,7,0,207.0,74.0,12/10/1995,2,0.0,CIN,2021
74.0,F Johnson,24.0,GC,5,1,326.0,79.0,6/5/1997,2,1.0,CIN,2021
44.0,C Johnston,25.0,LB,7,1,225.0,73.0,8/8/1996,1,1.0,CIN,2021
47.0,K Jones,24.0,LB,5,0,220.0,75.0,9/24/1997,1,0.0,CIN,2021
90.0,K Kareem,23.0,DL,7,1,265.0,76.0,4/28/1998,1,1.0,CIN,2021
2.0,E McPherson,22.0,PK,16,0,195.0,70.0,7/21/1999,0,4.0,CIN,2021
28.0,J Mixon,25.0,RB,16,16,220.0,73.0,7/24/1996,4,10.0,CIN,2021
17.0,S Morgan,25.0,WR,17,1,205.0,72.0,9/7/1996,2,0.0,CIN,2021
65.0,L Ogunjobi,27.0,DT,16,16,305.0,76.0,6/3/1994,4,8.0,CIN,2021
34.0,S Perine,26.0,RB,16,0,240.0,71.0,9/16/1995,4,3.0,CIN,2021
57.0,G Pratt,25.0,LB,15,15,245.0,74.0,5/21/1996,2,8.0,CIN,2021
75.0,I Prince,24.0,OL,15,4,305.0,79.0,7/29/1997,2,3.0,CIN,2021
93.0,W Ray,25.0,DE,15,1,250.0,75.0,10/24/1996,1,2.0,CIN,2021
98.0,D Reader,27.0,DT,15,15,347.0,75.0,7/1/1994,5,7.0,CIN,2021
96.0,C Sample,22.0,DE,14,0,274.0,75.0,9/20/1999,0,1.0,CIN,2021
89.0,D Sample,25.0,TE,17,8,258.0,76.0,4/16/1996,2,1.0,CIN,2021
99.0,T Shelvin,23.0,DT,3,0,346.0,75.0,7/22/1998,0,0.0,CIN,2021
70.0,D Smith,23.0,T,2,1,294.0,77.0,6/9/1998,0,1.0,CIN,2021
67.0,Q Spain,30.0,OG,16,16,330.0,76.0,8/7/1991,6,8.0,CIN,2021
11.0,T Taylor,27.0,WR,4,0,180.0,68.0,4/30/1994,4,0.0,CIN,2021
31.0,M Thomas,31.0,S,8,1,195.0,71.0,3/17/1990,8,1.0,CIN,2021
80.0,M Thomas,27.0,WR,12,1,189.0,73.0,8/16/1994,5,0.0,CIN,2021
68.0,J Tupou,27.0,DT,17,9,345.0,75.0,5/2/1994,4,5.0,CIN,2021
87.0,C Uzomah,28.0,TE,16,16,260.0,78.0,1/14/1993,6,4.0,CIN,2021
26.0,T Waynes,29.0,DB,5,4,190.0,72.0,7/25/1992,6,1.0,CIN,2021
84.0,M Wilcox,25.0,TE,15,1,247.0,76.0,11/7/1996,0,0.0,CIN,2021
73.0,J Williams,24.0,OL,16,16,305.0,76.0,11/17/1997,1,9.0,CIN,2021
32.0,T Williams,24.0,RB,5,0,206.0,68.0,10/18/1997,2,0.0,CIN,2021
55.0,L Wilson,25.0,LB,13,13,241.0,74.0,7/8/1996,1,8.0,CIN,2021
59.0,A Davis-Gaither,24.0,LB,9,0,215.0,74.0,9/21/1997,1,1.0,CIN,2021
50.0,J Evans,26.0,LB,5,0,242.0,75.0,1/27/1995,4,0.0,CIN,2021
72.0,X Su'a-Filo,30.0,OG,2,2,312.0,76.0,1/1/1991,7,1.0,CIN,2021
19.0,A Tate,24.0,WR,7,0,228.0,77.0,2/3/1997,3,0.0,CIN,2021
49.0,J Bachie,23.0,LB,9,2,235.0,74.0,2/26/1998,1,2.0,CIN,2021
3.0,E Fry,27.0,PK,1,0,170.0,72.0,12/12/1994,1,0.0,CIN,2021
23.0,D Phillips,26.0,DB,12,0,190.0,70.0,6/26/1995,3,1.0,CIN,2021
71.0,R Reiff,33.0,T,12,12,313.0,77.0,12/1/1988,9,7.0,CIN,2021
86.0,M Schreck,28.0,TE,1,0,252.0,77.0,11/4/1993,3,0.0,CIN,2021
40.0,B Wilson,27.0,DB,9,1,200.0,70.0,7/27/1994,4,1.0,CIN,2021
75.0,J Bitonio,30.0,GC,17,17,320.0,76.0,10/11/1991,7,12.0,CLE,2021
84.0,J Bradley,25.0,WR,5,0,195.0,73.0,12/11/1996,1,1.0,CLE,2021
88.0,H Bryant,23.0,TE,16,3,230.0,77.0,4/23/1998,1,2.0,CLE,2021
89.0,S Carlson,25.0,TE,2,0,240.0,76.0,12/12/1996,2,0.0,CLE,2021
24.0,N Chubb,26.0,RB,14,14,227.0,71.0,12/27/1995,3,10.0,CLE,2021
90.0,J Clowney,28.0,DE,14,14,255.0,77.0,2/14/1993,7,6.0,CLE,2021
2.0,D Colquitt,39.0,PK,5,0,210.0,75.0,5/6/1982,16,0.0,CLE,2021
92.0,S Day,27.0,DT,7,1,294.0,73.0,7/1/1994,5,1.0,CLE,2021
22.0,G Delpit,23.0,S,15,7,208.0,75.0,9/20/1998,0,3.0,CLE,2021
68.0,M Dunn,27.0,T,14,2,315.0,77.0,8/28/1994,1,1.0,CLE,2021
96.0,J Elliott,24.0,DL,16,3,303.0,76.0,11/23/1997,1,2.0,CLE,2021
25.0,D Felton,23.0,RB,16,2,189.0,69.0,7/16/1998,0,2.0,CLE,2021
42.0,T Fields,22.0,LB,10,0,222.0,72.0,6/18/1999,0,1.0,CLE,2021
79.0,D Forbes,24.0,T,1,0,305.0,77.0,1/18/1997,2,0.0,CLE,2021
72.0,H Froholdt,25.0,OL,6,0,310.0,77.0,8/20/1996,1,0.0,CLE,2021
95.0,M Garrett,26.0,DE,17,17,272.0,76.0,12/29/1995,4,17.0,CLE,2021
38.0,A Green,23.0,DB,12,1,198.0,74.0,6/9/1998,1,1.0,CLE,2021
94.0,P Gustin,24.0,LB,6,1,260.0,77.0,2/8/1997,2,1.0,CLE,2021
62.0,B Hance,25.0,T,17,8,310.0,78.0,1/11/1996,0,3.0,CLE,2021
53.0,N Harris,23.0,OL,11,1,293.0,73.0,11/13/1998,1,1.0,CLE,2021
33.0,R Harrison,24.0,S,12,11,214.0,75.0,4/18/1997,3,4.0,CLE,2021
54.0,W Harvey,25.0,LB,2,0,230.0,71.0,1/9/1996,2,0.0,CLE,2021
82.0,R Higgins,27.0,WR,15,4,198.0,73.0,10/7/1994,5,2.0,CLE,2021
23.0,T Hill,30.0,DB,12,4,183.0,71.0,8/29/1991,6,2.0,CLE,2021
81.0,A Hooper,27.0,TE,16,16,255.0,76.0,10/29/1994,5,3.0,CLE,2021
66.0,J Hudson,22.0,T,12,4,313.0,77.0,5/13/1999,0,2.0,CLE,2021
47.0,C Hughlett,31.0,LS,17,0,248.0,76.0,5/16/1990,7,1.0,CLE,2021
27.0,K Hunt,26.0,RB,8,1,216.0,71.0,8/6/1995,4,4.0,CLE,2021
97.0,M Jackson,31.0,DT,16,16,285.0,77.0,1/11/1990,9,6.0,CLE,2021
31.0,A Janovich,28.0,FB,13,3,238.0,73.0,5/23/1993,5,0.0,CLE,2021
30.0,D Johnson,25.0,RB,17,2,208.0,70.0,2/27/1996,2,4.0,CLE,2021
43.0,J Johnson,26.0,S,15,15,209.0,72.0,12/19/1995,4,5.0,CLE,2021
5.0,C Keenum,33.0,QB,7,2,215.0,73.0,2/17/1988,9,1.0,CLE,2021
80.0,J Landry,29.0,WR,12,12,196.0,71.0,11/28/1992,7,5.0,CLE,2021
39.0,R LeCounte,23.0,S,9,1,196.0,71.0,9/11/1998,0,1.0,CLE,2021
52.0,E Lee,25.0,LB,16,0,230.0,75.0,2/8/1996,4,1.0,CLE,2021
58.0,M McDowell,25.0,DT,15,14,295.0,78.0,6/20/1996,0,6.0,CLE,2021
3.0,C McLaughlin,25.0,PK,16,0,180.0,72.0,4/9/1996,2,2.0,CLE,2021
29.0,H Miller,24.0,DB,9,0,190.0,74.0,11/11/1997,1,0.0,CLE,2021
9.0,N Mullens,26.0,QB,1,1,210.0,73.0,3/21/1995,3,0.0,CLE,2021
20.0,G II,21.0,DB,12,11,192.0,72.0,5/18/2000,0,3.0,CLE,2021
85.0,D Njoku,25.0,TE,16,11,246.0,76.0,7/10/1996,4,4.0,CLE,2021
57.0,I Odenigbo,27.0,DE,9,0,258.0,75.0,4/8/1994,3,1.0,CLE,2021
28.0,J Owusu-Koramoah,22.0,LB,14,10,221.0,74.0,11/4/1999,0,4.0,CLE,2021
11.0,D Peoples-Jones,22.0,WR,14,9,204.0,74.0,2/19/1999,1,5.0,CLE,2021
50.0,J Phillips,22.0,LB,4,1,233.0,76.0,4/1/1999,1,1.0,CLE,2021
10.0,A Schwartz,21.0,WR,14,2,186.0,72.0,9/5/2000,0,1.0,CLE,2021
56.0,M Smith,32.0,LB,15,6,225.0,72.0,7/5/1989,10,4.0,CLE,2021
40.0,J Stanton,27.0,FB,4,0,250.0,74.0,9/7/1994,3,0.0,CLE,2021
36.0,M Stewart,26.0,DB,13,3,200.0,71.0,9/16/1995,3,1.0,CLE,2021
60.0,A Taylor,24.0,T,2,0,301.0,80.0,4/29/1997,1,0.0,CLE,2021
77.0,W Teller,27.0,OG,17,17,314.0,76.0,11/21/1994,3,10.0,CLE,2021
93.0,T Togiai,22.0,DT,6,0,296.0,74.0,9/19/1999,0,0.0,CLE,2021
64.0,J Tretter,30.0,OG,16,16,307.0,76.0,2/12/1991,8,6.0,CLE,2021
4.0,A Walker,26.0,LB,13,12,235.0,73.0,8/8/1995,4,5.0,CLE,2021
21.0,D Ward,24.0,DB,15,15,190.0,71.0,4/28/1997,3,8.0,CLE,2021
59.0,C Weaver,23.0,LB,1,0,265.0,74.0,8/3/1998,0,0.0,CLE,2021
26.0,G Williams,24.0,DB,16,8,185.0,74.0,12/3/1997,2,3.0,CLE,2021
71.0,J Wills,22.0,OL,13,13,307.0,76.0,5/17/1999,1,6.0,CLE,2021
51.0,M Wilson,23.0,LB,14,6,233.0,73.0,2/14/1998,2,3.0,CLE,2021
35.0,J Moffatt,25.0,DB,5,0,210.0,72.0,12/25/1996,1,0.0,CLE,2021
78.0,J Conklin,27.0,T,7,7,308.0,78.0,8/17/1994,5,3.0,CLE,2021
74.0,C Hubbard,30.0,GC,1,0,295.0,76.0,4/23/1991,8,0.0,CLE,2021
41.0,J Kelly,25.0,RB,4,0,205.0,70.0,10/4/1996,3,0.0,CLE,2021
6.0,B Mayfield,26.0,QB,14,14,215.0,73.0,4/14/1995,3,10.0,CLE,2021
55.0,T McKinley,26.0,LB,11,2,260.0,74.0,11/2/1995,4,2.0,CLE,2021
44.0,S Takitaki,26.0,LB,15,8,238.0,73.0,6/8/1995,2,4.0,CLE,2021
5.0,B Anger,33.0,PK,17,0,202.0,75.0,10/6/1988,9,3.0,DAL,2021
92.0,D Armstrong,24.0,DE,13,5,255.0,76.0,6/10/1997,3,4.0,DAL,2021
93.0,T Basham,27.0,DE,17,6,266.0,76.0,3/18/1994,4,4.0,DAL,2021
53.0,F Bernard,26.0,LB,8,0,235.0,73.0,4/8/1995,1,1.0,DAL,2021
63.0,T Biadasz,24.0,OL,17,17,316.0,75.0,11/20/1997,1,8.0,DAL,2021
98.0,Q Bohanna,22.0,DT,14,1,360.0,76.0,3/16/1999,0,2.0,DAL,2021
30.0,A Brown,28.0,DB,16,16,196.0,71.0,12/15/1993,5,5.0,DAL,2021
85.0,N Brown,25.0,WR,13,1,225.0,74.0,1/6/1996,4,2.0,DAL,2021
31.0,M Canady,27.0,DB,8,0,193.0,73.0,5/26/1994,5,0.0,DAL,2021
32.0,C Clement,27.0,RB,17,0,220.0,70.0,11/2/1994,4,1.0,DAL,2021
71.0,L Collins,28.0,T,12,10,320.0,76.0,7/26/1993,6,6.0,DAL,2021
19.0,A Cooper,27.0,WR,15,14,210.0,73.0,6/17/1994,6,7.0,DAL,2021
27.0,T Diggs,23.0,DB,16,16,195.0,74.0,9/20/1998,1,15.0,DAL,2021
21.0,E Elliott,26.0,RB,17,17,228.0,72.0,7/22/1995,5,8.0,DAL,2021
68.0,M Farniok,24.0,GC,12,0,311.0,77.0,9/26/1997,0,1.0,DAL,2021
81.0,S Fehoko,24.0,WR,5,0,220.0,75.0,11/5/1997,0,0.0,DAL,2021
96.0,N Gallimore,24.0,DL,5,4,302.0,74.0,1/17/1997,1,2.0,DAL,2021
57.0,L Gifford,26.0,LB,16,0,243.0,75.0,8/28/1995,2,1.0,DAL,2021
59.0,C Golston,23.0,DE,15,0,268.0,77.0,2/10/1998,0,2.0,DAL,2021
29.0,C Goodwin,31.0,DB,17,0,190.0,75.0,2/4/1990,7,1.0,DAL,2021
94.0,R Gregory,29.0,DE,12,11,255.0,77.0,11/23/1992,6,7.0,DAL,2021
72.0,T Hill,23.0,DL,6,0,308.0,75.0,3/25/1998,2,1.0,DAL,2021
28.0,M Hooker,25.0,S,15,3,212.0,74.0,4/2/1996,4,2.0,DAL,2021
89.0,B Jarwin,27.0,TE,8,5,260.0,77.0,7/16/1994,4,1.0,DAL,2021
24.0,K Joseph,21.0,DB,10,2,192.0,73.0,11/11/2000,0,1.0,DAL,2021
18.0,D Kazee,28.0,DB,17,15,174.0,71.0,6/5/1993,4,5.0,DAL,2021
27.0,J Kearse,27.0,S,16,15,215.0,76.0,2/11/1994,5,5.0,DAL,2021
88.0,C Lamb,22.0,WR,16,13,189.0,74.0,4/8/1999,1,10.0,DAL,2021
90.0,D Lawrence,29.0,DE,7,7,265.0,75.0,4/28/1992,7,4.0,DAL,2021
26.0,J Lewis,26.0,DB,16,13,195.0,70.0,8/31/1995,4,5.0,DAL,2021
70.0,Z Martin,31.0,GC,16,16,315.0,76.0,11/20/1990,7,14.0,DAL,2021
66.0,C McGovern,24.0,OL,16,6,308.0,77.0,11/3/1997,1,4.0,DAL,2021
84.0,S McKeon,24.0,TE,9,2,246.0,77.0,12/28/1997,1,0.0,DAL,2021
44.0,J McQuaide,34.0,LS,17,0,247.0,74.0,12/7/1987,10,1.0,DAL,2021
42.0,K Neal,26.0,S,14,5,211.0,72.0,7/26/1995,5,3.0,DAL,2021
79.0,T Nsekhe,36.0,T,12,0,325.0,80.0,10/27/1985,9,1.0,DAL,2021
75.0,O Odighizuwa,23.0,DT,16,12,280.0,74.0,8/13/1998,0,6.0,DAL,2021
11.0,M Parsons,22.0,LB,16,16,245.0,75.0,5/26/1999,0,18.0,DAL,2021
20.0,T Pollard,24.0,RB,15,0,209.0,72.0,4/30/1997,2,8.0,DAL,2021
4.0,D Prescott,28.0,QB,16,16,238.0,74.0,7/29/1993,5,14.0,DAL,2021
10.0,C Rush,28.0,QB,5,1,225.0,75.0,11/21/1993,4,1.0,DAL,2021
86.0,D Schultz,25.0,TE,17,15,244.0,77.0,7/11/1996,3,7.0,DAL,2021
77.0,T Smith,31.0,T,11,11,320.0,77.0,12/12/1990,10,8.0,DAL,2021
87.0,J Sprinkle,27.0,TE,17,4,252.0,77.0,8/10/1994,4,0.0,DAL,2021
78.0,T Steele,24.0,T,16,13,310.0,78.0,6/4/1997,1,7.0,DAL,2021
23.0,D Thompson,28.0,S,5,0,211.0,74.0,9/22/1993,5,0.0,DAL,2021
17.0,M Turner,25.0,WR,14,0,200.0,74.0,1/30/1996,3,1.0,DAL,2021
55.0,L Esch,25.0,LB,17,16,256.0,76.0,2/8/1996,3,8.0,DAL,2021
91.0,C Watkins,28.0,DT,15,14,305.0,75.0,12/5/1993,4,8.0,DAL,2021
52.0,C Williams,24.0,T,17,14,298.0,77.0,5/12/1997,3,7.0,DAL,2021
1.0,C Wilson,26.0,WR,16,4,200.0,74.0,11/20/1995,3,5.0,DAL,2021
6.0,D Wilson,26.0,S,9,3,204.0,72.0,2/21/1995,2,1.0,DAL,2021
25.0,N Wright,23.0,DB,13,1,185.0,76.0,9/23/1998,0,1.0,DAL,2021
2.0,G Zuerlein,34.0,PK,16,0,191.0,72.0,12/27/1987,9,2.0,DAL,2021
14.0,J Cox,23.0,LB,7,0,233.0,75.0,4/16/1998,0,1.0,DAL,2021
13.0,M Gallup,25.0,WR,9,8,198.0,73.0,3/4/1996,3,4.0,DAL,2021
38.0,I Mukuamu,22.0,S,4,0,205.0,76.0,11/28/1999,0,0.0,DAL,2021
