Name,Date_Injured,Date_Recovered,Team,Year,Injury_Category,Age,Pos,Wt,Ht,BirthDate,Days_Missed
J Stewart,2013-08-26,2013-11-02,CAR,2013,Ankle,9655.0,RB,240.0,70.0,1987-03-21,68.0
D Gorrer,2013-09-03,2013-11-02,TAM,2013,Groin,9956.0,DB,173.0,72.0,1986-06-01,60.0
E Wright,2013-08-27,2013-11-04,SFO,2013,Foot,10261.0,DB,192.0,71.0,1985-07-24,69.0
M Manningham,2013-08-27,2013-11-04,SFO,2013,ACL,9956.0,WR,185.0,72.0,1986-05-25,69.0
D Connor,2013-09-12,2013-11-04,NYG,2013,Neck,10176.0,LB,233.0,75.0,1985-11-02,53.0
D Lowery,2013-10-08,2013-11-04,JAX,2013,Concussion,10120.0,DB,185.0,73.0,1986-01-23,27.0
D Sherrod,2013-08-26,2013-11-05,GNB,2013,Leg,8891.0,OL,312.0,77.0,1989-04-23,71.0
S Commings,2013-09-03,2013-11-05,KAN,2013,Not Specified,8580.0,DB,216.0,72.0,1990-03-08,63.0
J Pinkston,2013-09-03,2013-11-05,CLE,2013,Ankle,9495.0,OL,313.0,75.0,1987-09-05,63.0
A Brown,2013-09-03,2013-11-07,NYG,2013,Leg,9759.0,RB,224.0,72.0,1986-12-15,65.0
M Kuhn,2013-08-31,2013-11-07,NYG,2013,Knee,9979.0,DT,299.0,76.0,1986-05-06,68.0
V Martin,2013-09-24,2013-11-08,MIA,2013,Not Specified,10021.0,DT,331.0,75.0,1986-04-18,45.0
B Smith,2013-08-30,2013-11-08,BUF,2013,Rib/Lung,10854.0,WR,213.0,74.0,1983-12-12,70.0
B Smith,2013-08-30,2013-11-08,BUF,2013,Rib/Lung,9685.0,DB,205.0,73.0,1987-02-23,70.0
P Harvin,2013-08-26,2013-11-11,SEA,2013,Hip,9221.0,WR,200.0,71.0,1988-05-28,77.0
J Anderson,2013-11-05,2013-11-11,CHI,2013,Groin,10998.0,LB,235.0,74.0,1983-09-26,6.0
J Anderson,2013-11-05,2013-11-11,CHI,2013,Groin,9115.0,WR,196.0,73.0,1988-11-21,6.0
N Moody,2013-09-11,2013-11-12,SFO,2013,Hand,8626.0,LB,245.0,73.0,1990-01-29,62.0
S Weatherspoon,2013-09-17,2013-11-12,ATL,2013,Foot,9394.0,LB,241.0,73.0,1987-12-29,56.0
L Asante,2013-11-13,2013-11-15,CLT,2013,Hamstring,9382.0,DB,211.0,72.0,1988-03-07,2.0
R Okung,2013-09-20,2013-11-16,SEA,2013,Toe,9114.0,T,310.0,77.0,1988-10-07,57.0
S Vereen,2013-09-10,2013-11-18,NWE,2013,Wrist,8897.0,RB,205.0,70.0,1989-05-02,69.0
M Burris,2013-08-26,2013-11-20,RAI,2013,Knee,9191.0,LB,241.0,74.0,1988-06-27,86.0
T McDonald,2013-09-27,2013-11-23,RAM,2013,Leg,8280.0,S,215.0,74.0,1991-01-26,57.0
S Richardson,2013-08-26,2013-11-23,GNB,2013,Neck,8618.0,S,213.0,75.0,1990-01-21,89.0
J Worthy,2013-08-26,2013-11-23,GNB,2013,Knee,8521.0,DT,298.0,74.0,1990-04-28,89.0
M Crabtree,2013-08-27,2013-11-26,SFO,2013,Achilles,9479.0,WR,215.0,73.0,1987-09-14,91.0
J Veldheer,2013-09-07,2013-11-27,RAI,2013,Tricep,9582.0,T,321.0,80.0,1987-06-14,81.0
M Ingram,2013-08-26,2013-12-07,SDG,2013,ACL,8888.0,DE,247.0,74.0,1989-04-26,103.0
D Pitta,2013-09-04,2013-12-07,RAV,2013,Hip,10294.0,TE,245.0,76.0,1985-06-29,94.0
M Spaeth,2013-09-03,2013-12-07,PIT,2013,Foot,10876.0,TE,270.0,79.0,1983-11-24,95.0
J Meeks,2013-10-14,2013-12-10,BUF,2013,Ankle,8741.0,S,210.0,73.0,1989-11-08,57.0
E Jones,2013-10-18,2013-12-11,DAL,2013,Groin,10548.0,DE,263.0,75.0,1984-12-01,54.0
H Smith,2013-10-18,2013-12-14,MIN,2013,Toe,9024.0,S,211.0,74.0,1989-02-02,57.0
A Reisner,2013-10-08,2013-12-14,JAX,2013,Knee,9140.0,TE,255.0,75.0,1988-09-29,67.0
C Owens,2013-12-03,2013-12-17,CLE,2013,Knee,9864.0,DB,182.0,70.0,1986-12-01,14.0
A Edwards,2013-11-20,2013-12-17,CLE,2013,Ankle,9388.0,QB,191.0,71.0,1988-03-08,27.0
R Cobb,2013-10-15,2013-12-28,GNB,2013,Fibula,8455.0,WR,195.0,70.0,1990-08-22,74.0
B Jacobs,2013-12-10,2014-01-02,NYG,2013,Knee,11480.0,RB,264.0,76.0,1982-07-06,23.0
J Mayo,2013-10-16,2014-02-03,NWE,2013,Pectoral/Chest,10097.0,LB,230.0,74.0,1986-02-23,110.0
B Spikes,2014-01-06,2014-02-03,NWE,2013,Knee,9622.0,LB,250.0,75.0,1987-09-03,28.0
J Dockery,2013-11-13,2014-02-03,CAR,2013,Shoulder,9135.0,DB,185.0,73.0,1988-11-09,82.0
J Byers,2013-11-05,2014-02-03,CAR,2013,Foot,10286.0,GC,289.0,75.0,1985-09-07,90.0
G Williams,2013-09-11,2014-02-03,CAR,2013,Knee,9884.0,T,296.0,75.0,1986-08-20,145.0
C Godfrey,2013-09-17,2014-02-03,CAR,2013,Achilles,10168.0,DB,207.0,72.0,1985-11-15,139.0
J Criner,2013-11-23,2014-02-03,RAI,2013,Shoulder,8747.0,WR,224.0,75.0,1989-12-12,72.0
S Wells,2013-12-11,2014-02-03,RAM,2013,Fibula,12016.0,GC,302.0,74.0,1981-01-17,54.0
S Bradford,2013-10-22,2014-02-03,RAM,2013,ACL,9480.0,QB,224.0,76.0,1987-11-08,104.0
M Daniels,2013-09-16,2014-02-03,RAM,2013,Ankle,8755.0,DB,211.0,73.0,1989-09-27,140.0
J Long,2013-12-25,2014-02-03,RAM,2013,ACL,10457.0,T,315.0,79.0,1985-05-09,40.0
C Finnegan,2013-11-23,2014-02-03,RAM,2013,Eye,10887.0,DB,190.0,70.0,1984-02-02,72.0
U Young,2013-12-07,2014-02-03,RAI,2013,Neck,10440.0,DB,186.0,71.0,1985-05-08,58.0
T Branch,2013-12-14,2014-02-03,RAI,2013,Ankle,9865.0,DB,197.0,71.0,1986-12-11,51.0
K Maiava,2013-12-06,2014-02-03,RAI,2013,Rib/Lung,9756.0,LB,226.0,71.0,1987-03-22,59.0
D Hayden,2013-11-20,2014-02-03,RAI,2013,Groin,8547.0,DB,190.0,71.0,1990-06-27,75.0
V Wilfork,2013-10-02,2014-02-03,NWE,2013,Achilles,11655.0,DT,325.0,74.0,1981-11-04,124.0
T Kelly,2013-11-02,2014-02-03,NWE,2013,Knee,11998.0,DE,310.0,78.0,1980-12-27,93.0
R Gronkowski,2013-12-09,2014-02-03,NWE,2013,ACL,8975.0,TE,265.0,78.0,1989-05-14,56.0
A Silatolu,2013-10-16,2014-02-03,CAR,2013,ACL,9161.0,T,305.0,76.0,1988-09-16,110.0
J Jolly,2013-12-21,2014-02-03,GNB,2013,Neck,11261.0,DT,325.0,75.0,1983-02-21,44.0
T Davis,2013-11-26,2014-02-03,NYJ,2013,Pectoral/Chest,8360.0,LB,251.0,74.0,1991-01-06,69.0
S Hill,2013-12-13,2014-02-03,NYJ,2013,Knee,8268.0,WR,215.0,76.0,1991-04-25,52.0
M Goodson,2013-10-15,2014-02-03,NYJ,2013,Knee,9642.0,RB,195.0,71.0,1987-05-23,111.0
K Reuland,2013-11-19,2014-02-03,NYJ,2013,Knee,9726.0,TE,260.0,76.0,1987-04-04,76.0
J Cribbs,2013-12-03,2014-02-03,NYJ,2013,Pectoral/Chest,11135.0,WR,192.0,73.0,1983-06-09,62.0
A Barnes,2013-10-09,2014-02-03,NYJ,2013,Knee,10582.0,LB,240.0,73.0,1984-10-19,117.0
W Rackley,2013-12-17,2014-02-03,JAX,2013,Concussion,8833.0,GC,306.0,75.0,1989-10-11,48.0
S Williams,2013-11-23,2014-02-03,JAX,2013,Achilles,10009.0,WR,199.0,77.0,1986-06-29,72.0
S Burton,2013-12-09,2014-02-03,JAX,2013,Concussion,8764.0,WR,221.0,74.0,1989-12-11,56.0
B Pettigrew,2013-12-25,2014-02-03,DET,2013,Ankle,10532.0,TE,257.0,77.0,1985-02-23,40.0
S Wallace,2013-11-12,2014-02-03,GNB,2013,Groin,12151.0,QB,205.0,71.0,1980-08-06,83.0
C Greenwood,2013-08-20,2014-02-03,DET,2013,Shoulder,8807.0,DB,193.0,73.0,1989-07-10,167.0
I Idonije,2013-12-27,2014-02-03,DET,2013,Neck,12093.0,DT,275.0,78.0,1980-11-17,38.0
S Barrington,2013-11-05,2014-02-03,GNB,2013,Hamstring,8432.0,LB,246.0,73.0,1990-10-05,90.0
R Francois,2013-10-06,2014-02-03,GNB,2013,Achilles,10372.0,LB,253.0,74.0,1985-05-14,120.0
M White,2013-12-10,2014-02-03,GNB,2013,Not Specified,8683.0,WR,182.0,72.0,1990-03-03,55.0
J Franklin,2013-11-27,2014-02-03,GNB,2013,Concussion,8801.0,RB,205.0,70.0,1989-10-23,68.0
J Finley,2013-11-05,2014-02-03,GNB,2013,Not Specified,9721.0,TE,240.0,76.0,1987-03-26,90.0
J Nixon,2013-11-23,2014-02-03,GNB,2013,Knee,9426.0,DB,180.0,72.0,1988-02-02,72.0
C Hayward,2013-11-23,2014-02-03,GNB,2013,Hamstring,8841.0,DB,192.0,71.0,1989-09-09,72.0
B Bostick,2013-12-21,2014-02-03,GNB,2013,Foot,8998.0,TE,245.0,75.0,1989-05-03,44.0
R Broyles,2013-10-30,2014-02-03,DET,2013,Achilles,9335.0,WR,192.0,70.0,1988-04-09,96.0
M Owens,2013-11-19,2014-02-03,DET,2013,Knee,10791.0,RB,225.0,70.0,1984-05-04,76.0
J Jones,2013-09-23,2014-02-03,DET,2013,Knee,9985.0,DT,272.0,77.0,1986-05-23,133.0
D Dickerson,2013-12-26,2014-02-03,DET,2013,Concussion,9401.0,WR,230.0,74.0,1988-03-31,39.0
C Thompson,2013-11-08,2014-02-03,WAS,2013,Shoulder,8420.0,RB,195.0,68.0,1990-10-20,87.0
B Cushing,2013-10-28,2014-02-03,HTX,2013,Leg,9774.0,LB,255.0,75.0,1987-01-24,98.0
B Smelley,2013-12-27,2014-02-03,HTX,2013,Calf,8987.0,TE,237.0,74.0,1989-05-20,38.0
B Tate,2013-12-18,2014-02-03,HTX,2013,Rib/Lung,9250.0,RB,214.0,71.0,1988-08-21,47.0
A Foster,2013-11-12,2014-02-03,HTX,2013,Back,9942.0,RB,227.0,73.0,1986-08-24,83.0
A Bouye,2013-10-16,2014-02-03,HTX,2013,Hamstring,8097.0,DB,191.0,72.0,1991-08-16,110.0
M Pouncey,2013-09-09,2014-02-03,PIT,2013,ACL,8813.0,GC,304.0,76.0,1989-07-24,147.0
L Brown,2013-10-15,2014-02-03,PIT,2013,Tricep,10805.0,T,323.0,78.0,1984-03-16,111.0
L Foote,2013-09-09,2014-02-03,PIT,2013,Bicep,12142.0,LB,239.0,73.0,1980-06-12,147.0
L Stephens-Howling,2013-09-09,2014-02-03,PIT,2013,ACL,9633.0,RB,180.0,67.0,1987-04-26,147.0
L Woodley,2013-12-17,2014-02-03,PIT,2013,Calf,10636.0,LB,266.0,74.0,1984-11-03,48.0
D Manning,2013-10-16,2014-02-03,HTX,2013,Knee,11391.0,DB,212.0,71.0,1982-08-09,110.0
F Velasco,2013-11-30,2014-02-03,PIT,2013,Achilles,10508.0,GC,308.0,75.0,1985-02-22,65.0
Z Line,2013-09-23,2014-02-03,MIN,2013,Knee,8551.0,FB,233.0,73.0,1990-04-26,133.0
K Rudolph,2013-12-09,2014-02-03,MIN,2013,Foot,8796.0,TE,265.0,78.0,1989-11-09,56.0
J Robinson,2013-12-14,2014-02-03,MIN,2013,Pectoral/Chest,8376.0,DB,200.0,70.0,1991-01-08,51.0
J Carlson,2013-12-21,2014-02-03,MIN,2013,Concussion,10815.0,TE,256.0,77.0,1984-05-12,44.0
D Bishop,2013-10-17,2014-02-03,MIN,2013,ACL,10677.0,LB,241.0,74.0,1984-07-24,109.0
A Cole,2013-12-27,2014-02-03,MIN,2013,Ankle,8975.0,LB,246.0,76.0,1989-06-01,38.0
T Campbell,2013-11-18,2014-02-03,OTI,2013,Shoulder,9557.0,DB,207.0,74.0,1987-09-19,77.0
R Turner,2013-10-30,2014-02-03,OTI,2013,Shoulder,10663.0,GC,308.0,76.0,1984-08-20,96.0
J Locker,2013-11-12,2014-02-03,OTI,2013,Foot,9281.0,QB,228.0,74.0,1988-06-15,83.0
C Sensabaugh,2013-12-18,2014-02-03,OTI,2013,Foot,9164.0,DB,187.0,71.0,1988-11-15,47.0
C Mooney,2013-12-03,2014-02-03,OTI,2013,Knee,10106.0,RB,247.0,70.0,1986-04-03,62.0
J Joseph,2013-12-24,2014-02-03,HTX,2013,Toe,10844.0,DB,186.0,71.0,1984-04-16,41.0
G Graham,2013-12-27,2014-02-03,HTX,2013,Hamstring,10007.0,TE,245.0,75.0,1986-08-04,38.0
D Karim,2013-12-24,2014-02-03,HTX,2013,Not Specified,9898.0,RB,200.0,71.0,1986-11-18,41.0
B Stokley,2013-12-10,2014-02-03,RAV,2013,Concussion,13684.0,WR,194.0,72.0,1976-06-23,55.0
D Johnson,2013-10-15,2014-02-03,PIT,2013,Wrist,9547.0,TE,270.0,74.0,1987-08-26,111.0
N Sundberg,2013-10-15,2014-02-03,WAS,2013,Knee,9575.0,GC,254.0,73.0,1987-07-29,111.0
N Barnett,2013-12-24,2014-02-03,WAS,2013,MCL,11899.0,LB,228.0,74.0,1981-05-27,41.0
L Hankerson,2013-11-21,2014-02-03,WAS,2013,ACL,9329.0,WR,205.0,73.0,1988-05-07,74.0
J Reed,2013-12-19,2014-02-03,WAS,2013,Concussion,8570.0,TE,242.0,74.0,1990-07-03,46.0
E Royster,2013-12-09,2014-02-03,WAS,2013,Ankle,9510.0,RB,218.0,72.0,1987-11-26,56.0
R Allen,2013-12-18,2014-02-03,JAX,2013,Concussion,10089.0,LB,230.0,75.0,1986-05-05,47.0
B Kehl,2013-10-15,2014-02-03,WAS,2013,Knee,10713.0,LB,234.0,74.0,1984-06-16,111.0
K Osemele,2013-11-04,2014-02-03,RAV,2013,Back,8899.0,T,330.0,77.0,1989-06-24,91.0
S Bowen,2013-11-26,2014-02-03,WAS,2013,Knee,10835.0,DE,300.0,77.0,1984-03-28,69.0
C Brown,2013-11-26,2014-02-03,PIT,2013,ACL,9194.0,DB,180.0,72.0,1988-09-24,69.0
J Greer,2013-11-19,2014-02-03,NOR,2013,ACL,11604.0,DB,180.0,71.0,1982-02-11,76.0
S Ware,2013-10-22,2014-02-03,SEA,2013,Ankle,8004.0,RB,224.0,70.0,1991-11-23,104.0
S Rice,2013-10-30,2014-02-03,SEA,2013,ACL,9921.0,WR,200.0,76.0,1986-09-01,96.0
J Johnson,2013-12-11,2014-02-03,SEA,2013,Hamstring,9313.0,DB,212.0,70.0,1988-06-12,54.0
P Robinson,2013-09-18,2014-02-03,NOR,2013,Knee,9508.0,DB,191.0,71.0,1987-09-07,138.0
P Haralson,2014-01-07,2014-02-03,NOR,2013,Pectoral/Chest,10941.0,DE,255.0,72.0,1984-01-24,27.0
K Vaccaro,2013-12-25,2014-02-03,NOR,2013,Ankle,8349.0,S,214.0,72.0,1991-02-15,40.0
J Vilma,2013-11-06,2014-02-03,NOR,2013,Knee,11527.0,LB,230.0,73.0,1982-04-16,89.0
R Miller,2013-12-23,2014-02-03,JAX,2013,Shoulder,9664.0,DT,301.0,73.0,1987-07-09,42.0
S Vollmer,2013-10-29,2014-02-03,NWE,2013,Leg,10703.0,T,315.0,80.0,1984-07-10,97.0
L Joeckel,2013-10-08,2014-02-03,JAX,2013,Ankle,8007.0,T,306.0,78.0,1991-11-06,118.0
D Bowers,2013-12-26,2014-02-03,TAM,2013,Knee,8707.0,DE,275.0,76.0,1990-02-23,39.0
T Benjamin,2013-10-29,2014-02-03,CLE,2013,ACL,8705.0,WR,175.0,70.0,1989-12-29,97.0
Q Groves,2013-11-11,2014-02-03,CLE,2013,Ankle,10721.0,LB,250.0,75.0,1984-07-05,84.0
J Aubrey,2013-10-18,2014-02-03,CLE,2013,Ankle,8228.0,DB,200.0,70.0,1991-04-09,108.0
D Bryant,2013-12-04,2014-02-03,CLE,2013,Foot,10216.0,DT,290.0,77.0,1985-12-15,61.0
B Hoyer,2013-10-12,2014-02-03,CLE,2013,Knee,10226.0,QB,216.0,74.0,1985-10-13,114.0
B Magee,2013-12-03,2014-02-03,CLE,2013,Pectoral/Chest,8443.0,LB,223.0,71.0,1990-10-22,62.0
V Miller,2013-12-24,2014-02-03,DEN,2013,ACL,9039.0,LB,250.0,75.0,1989-03-26,41.0
R Clady,2013-09-18,2014-02-03,DEN,2013,Foot,9874.0,T,315.0,78.0,1986-09-06,138.0
D Martin,2013-11-08,2014-02-03,TAM,2013,Shoulder,9065.0,RB,210.0,69.0,1989-01-13,87.0
J Casillas,2013-12-04,2014-02-03,TAM,2013,Knee,9681.0,LB,225.0,72.0,1987-06-03,61.0
A Okafor,2013-09-25,2014-02-03,CRD,2013,Bicep,8265.0,DE,261.0,76.0,1991-02-08,131.0
T Crabtree,2013-11-27,2014-02-03,TAM,2013,Bicep,10250.0,TE,244.0,77.0,1985-11-04,68.0
R Shepard,2013-12-17,2014-02-03,TAM,2013,Toe,8492.0,WR,195.0,73.0,1990-09-17,48.0
N Byham,2013-10-01,2014-02-03,TAM,2013,Calf,9227.0,TE,268.0,76.0,1988-06-27,125.0
M Williams,2013-10-28,2014-02-03,TAM,2013,Hamstring,9660.0,WR,204.0,74.0,1987-05-18,98.0
M James,2013-11-13,2014-02-03,TAM,2013,Ankle,8250.0,RB,223.0,70.0,1991-04-13,82.0
M Adams,2013-11-18,2014-02-03,TAM,2013,Knee,10381.0,DB,178.0,68.0,1985-06-17,77.0
L Stocker,2013-09-23,2014-02-03,TAM,2013,Hip,9199.0,TE,253.0,77.0,1988-07-17,133.0
J Demps,2013-11-06,2014-02-03,TAM,2013,Groin,8703.0,RB,175.0,67.0,1990-01-08,89.0
K Vickerson,2013-11-27,2014-02-03,DEN,2013,Hip,11281.0,DT,328.0,77.0,1983-01-08,68.0
N Collins,2013-10-09,2014-02-03,CHI,2013,ACL,9431.0,DT,279.0,74.0,1987-12-14,117.0
H Melton,2013-09-27,2014-02-03,CHI,2013,ACL,9848.0,DE,280.0,75.0,1986-10-11,129.0
M Brewster,2013-12-16,2014-02-03,JAX,2013,Ankle,8908.0,GC,310.0,76.0,1989-07-27,49.0
M Manningham,2013-12-27,2014-02-03,SFO,2013,Knee,10078.0,WR,185.0,72.0,1986-05-25,38.0
I Williams,2013-09-17,2014-02-03,SFO,2013,Ankle,8783.0,DT,305.0,73.0,1989-08-31,139.0
B Miller,2013-12-18,2014-02-03,SFO,2013,Shoulder,9631.0,FB,254.0,73.0,1987-08-06,47.0
C Boling,2013-12-03,2014-02-03,CIN,2013,ACL,8974.0,GC,305.0,77.0,1989-05-09,62.0
D Still,2013-12-30,2014-02-03,CIN,2013,Back,8938.0,DT,305.0,77.0,1989-07-11,35.0
G Atkins,2013-11-04,2014-02-03,CIN,2013,ACL,9352.0,DT,300.0,73.0,1988-03-28,91.0
D Wolfe,2014-01-14,2014-02-03,DEN,2013,Covid/Illness,8725.0,DT,285.0,77.0,1990-02-24,20.0
A Carrington,2013-09-23,2014-02-03,BUF,2013,Quadricep/Thigh,9593.0,DE,284.0,77.0,1987-06-19,133.0
A Williams,2013-12-27,2014-02-03,BUF,2013,Rib/Lung,8649.0,DB,195.0,72.0,1990-04-23,38.0
T Mays,2013-10-30,2014-02-03,CIN,2013,Shoulder,9397.0,DB,231.0,75.0,1988-02-07,96.0
R Geathers,2013-09-18,2014-02-03,CIN,2013,Not Specified,10996.0,DE,286.0,75.0,1983-08-11,138.0
L Hall,2013-10-29,2014-02-03,CIN,2013,Achilles,10551.0,DB,195.0,71.0,1984-12-09,97.0
K Huber,2013-12-17,2014-02-03,CIN,2013,Not Specified,10381.0,PK,210.0,73.0,1985-07-16,48.0
L Alexander,2013-09-23,2014-02-03,CRD,2013,Foot,11073.0,LB,245.0,73.0,1983-05-31,133.0
D Williams,2013-10-18,2014-02-03,CHI,2013,Pectoral/Chest,11413.0,LB,242.0,73.0,1982-07-20,108.0
T Williams,2013-11-19,2014-02-03,CRD,2013,Achilles,9270.0,DB,210.0,73.0,1988-07-03,76.0
K Biermann,2013-09-16,2014-02-03,ATL,2013,Achilles,10231.0,LB,242.0,75.0,1985-09-12,140.0
J Jones,2013-10-10,2014-02-03,ATL,2013,Foot,9010.0,WR,220.0,75.0,1989-02-08,116.0
C Peters,2013-12-26,2014-02-03,ATL,2013,Achilles,9332.0,DT,335.0,75.0,1988-06-08,39.0
B Ewing,2013-09-16,2014-02-03,ATL,2013,Shoulder,8665.0,FB,239.0,72.0,1989-12-26,140.0
W Yeatman,2013-11-16,2014-02-03,MIA,2013,ACL,9351.0,TE,268.0,77.0,1988-04-10,79.0
R Stanford,2013-12-10,2014-02-03,MIA,2013,Fibula,9349.0,DB,180.0,70.0,1988-05-06,55.0
D Patterson,2013-12-10,2014-02-03,MIA,2013,Groin,11133.0,DB,200.0,72.0,1983-06-18,55.0
B Gibson,2013-10-29,2014-02-03,MIA,2013,Patellar Tendon,9574.0,WR,204.0,72.0,1987-08-13,97.0
S Baker,2013-11-12,2014-02-03,ATL,2013,Knee,10393.0,T,308.0,77.0,1985-05-30,83.0
S Acho,2013-09-23,2014-02-03,CRD,2013,Fibula,9148.0,LB,259.0,75.0,1988-09-06,133.0
J Forsett,2013-12-09,2014-02-03,JAX,2013,Foot,10283.0,RB,195.0,68.0,1985-10-14,56.0
J Ebert,2013-12-20,2014-02-03,JAX,2013,Ankle,9024.0,WR,200.0,71.0,1989-04-06,45.0
B Deaderick,2013-12-23,2014-02-03,JAX,2013,Not Specified,9623.0,DT,297.0,76.0,1987-08-19,42.0
S Rogers,2013-11-07,2014-02-03,NYG,2013,Knee,12659.0,DT,350.0,76.0,1979-03-12,88.0
J Cordle,2013-11-26,2014-02-03,NYG,2013,Knee,9593.0,GC,297.0,76.0,1987-08-22,69.0
D Wilson,2013-11-07,2014-02-03,NYG,2013,Neck,8181.0,RB,205.0,70.0,1991-06-15,88.0
D Baas,2013-10-23,2014-02-03,NYG,2013,Knee,11713.0,GC,312.0,76.0,1981-09-28,103.0
D Scott,2013-10-16,2014-02-03,NYG,2013,Hamstring,9298.0,RB,205.0,71.0,1988-05-02,110.0
C Webster,2013-12-17,2014-02-03,NYG,2013,Groin,11613.0,DB,200.0,72.0,1982-03-02,48.0
C Taylor,2013-12-25,2014-02-03,NYG,2013,Hamstring,8666.0,S,229.0,76.0,1990-04-04,40.0
C Snee,2013-10-04,2014-02-03,NYG,2013,Hip,11582.0,GC,305.0,75.0,1982-01-18,122.0
A Ross,2013-10-05,2014-02-03,NYG,2013,Back,11343.0,DB,193.0,73.0,1982-09-15,121.0
Z Motta,2013-12-24,2014-02-03,ATL,2013,Neck,8625.0,S,213.0,74.0,1990-05-14,41.0
H Hynoski,2013-09-25,2014-02-03,NYG,2013,Shoulder,9035.0,FB,260.0,74.0,1988-12-30,131.0
J Boyce,2014-01-02,2014-02-03,NWE,2013,Ankle,8277.0,WR,206.0,71.0,1991-05-06,32.0
L Dunbar,2013-12-03,2014-02-03,DAL,2013,Knee,8713.0,RB,191.0,68.0,1990-01-25,62.0
T Kelce,2013-10-12,2014-02-03,KAN,2013,Knee,8773.0,TE,256.0,77.0,1989-10-05,114.0
S Commings,2013-11-30,2014-02-03,KAN,2013,Shoulder,8668.0,DB,216.0,72.0,1990-03-08,65.0
K Williams,2013-11-22,2014-02-03,KAN,2013,ACL,9257.0,WR,185.0,70.0,1988-07-19,73.0
J Johnson,2013-12-31,2014-02-03,KAN,2013,Ankle,8899.0,LB,241.0,73.0,1989-08-20,34.0
D Jones,2013-12-17,2014-02-03,KAN,2013,Foot,9621.0,TE,255.0,75.0,1987-08-15,48.0
M Harris,2013-10-09,2014-02-03,SDG,2013,Ankle,9074.0,T,310.0,77.0,1988-12-05,117.0
M Floyd,2013-10-01,2014-02-03,SDG,2013,Neck,11711.0,WR,225.0,77.0,1981-09-08,125.0
L English,2013-11-12,2014-02-03,SDG,2013,Pectoral/Chest,10156.0,DE,254.0,74.0,1986-01-22,83.0
J Phillips,2013-12-23,2014-02-03,SDG,2013,Knee,9692.0,TE,251.0,77.0,1987-06-11,42.0
D Freeney,2013-10-01,2014-02-03,SDG,2013,Quadricep/Thigh,12278.0,DE,268.0,73.0,1980-02-19,125.0
A Bradshaw,2013-10-08,2014-02-03,CLT,2013,Neck,10065.0,RB,195.0,71.0,1986-03-19,118.0
C Rainey,2013-12-09,2014-02-03,CLT,2013,Leg,9413.0,RB,178.0,68.0,1988-03-02,56.0
J Patrick,2013-12-16,2014-02-03,SDG,2013,Ankle,9252.0,DB,185.0,71.0,1988-08-17,49.0
D Howell,2013-11-26,2014-02-03,CLT,2013,Foot,8775.0,DB,191.0,71.0,1989-11-17,69.0
D Herron,2013-12-02,2014-02-03,CLT,2013,Pectoral/Chest,9022.0,RB,212.0,70.0,1989-03-21,63.0
J Durant,2013-12-17,2014-02-03,DAL,2013,Hamstring,10315.0,LB,230.0,76.0,1985-09-20,48.0
B Waters,2013-11-02,2014-02-03,DAL,2013,Tricep,13406.0,GC,320.0,75.0,1977-02-18,93.0
A Spencer,2013-09-25,2014-02-03,DAL,2013,Knee,10838.0,DE,261.0,75.0,1984-01-23,131.0
V Ballard,2013-09-13,2014-02-03,CLT,2013,ACL,8460.0,RB,217.0,70.0,1990-07-16,143.0
R Wayne,2013-10-22,2014-02-03,CLT,2013,ACL,12758.0,WR,203.0,72.0,1978-11-17,104.0
P Angerer,2013-12-17,2014-02-03,CLT,2013,Knee,9817.0,LB,232.0,72.0,1987-01-31,48.0
T Mathieu,2013-12-10,2014-02-03,CRD,2013,ACL,7881.0,DB,190.0,69.0,1992-05-13,55.0
M Harvey,2013-12-03,2014-02-03,CLT,2013,Not Specified,9612.0,LB,250.0,72.0,1987-08-10,62.0
G Toler,2014-01-06,2014-02-03,CLT,2013,Groin,10596.0,DB,191.0,71.0,1985-01-02,28.0
F Moala,2014-01-06,2014-02-03,CLT,2013,Knee,10424.0,DT,303.0,76.0,1985-06-23,28.0
D Allen,2013-09-19,2014-02-03,CLT,2013,Hip,8608.0,TE,260.0,76.0,1990-02-24,137.0
M Hughes,2013-12-24,2014-02-03,CLT,2013,Knee,8522.0,DT,350.0,76.0,1990-08-25,41.0
D Thomas,2013-09-17,2014-02-03,CLT,2013,Quadricep/Thigh,10219.0,GC,295.0,75.0,1985-09-25,139.0
L McKelvin,2014-07-16,2014-07-19,BUF,2014,Not Specified,10545.0,DB,190.0,71.0,1985-09-01,3.0
T West,2014-07-23,2014-07-24,CLE,2014,Not Specified,8577.0,RB,225.0,70.0,1991-01-28,1.0
J McDaniel,2014-07-23,2014-07-24,CLE,2014,Not Specified,9054.0,DL,293.0,72.0,1989-10-08,1.0
C Boling,2014-07-21,2014-07-25,CIN,2014,Not Specified,9204.0,GC,305.0,77.0,1989-05-09,4.0
L Hall,2014-07-21,2014-07-25,CIN,2014,Not Specified,10816.0,DB,195.0,71.0,1984-12-09,4.0
K Huber,2014-07-21,2014-07-25,CIN,2014,Not Specified,10597.0,PK,210.0,73.0,1985-07-16,4.0
R Johnson,2014-07-16,2014-07-25,BUF,2014,Not Specified,8516.0,LB,242.0,75.0,1991-03-23,9.0
M Pollak,2014-07-22,2014-07-25,CIN,2014,Not Specified,10748.0,GC,299.0,76.0,1985-02-16,3.0
