Team,Year,Injury_Category,Age,Pos,Wt,Ht,Month_Injured,Day_Of_Team_Year
SFO,2018.0,Calf,11234.0,LB,245.0,74.0,12,277.0
TAM,2018.0,Not Specified,7973.0,TE,237.0,74.0,8,162.0
CHI,2017.0,Knee,11213.0,DT,301.0,76.0,12,277.0
RAV,2016.0,Ankle,10384.0,DB,210.0,74.0,12,303.0
NWE,2020.0,Rib/Lung,10444.0,DT,320.0,77.0,10,217.0
CLT,2020.0,Quadricep/Thigh,9801.0,GC,299.0,74.0,12,296.0
KAN,2020.0,Covid/Illness,8434.0,DE,255.0,74.0,1,309.0
BUF,2011.0,ACL,8339.0,LB,241.0,74.0,11,257.0
CHI,2016.0,Foot,8755.0,WR,206.0,76.0,9,185.0
HTX,2018.0,Ankle,9731.0,T,351.0,79.0,9,193.0
RAI,2018.0,Neck,9756.0,DE,260.0,76.0,12,277.0
WAS,2017.0,Shoulder,10468.0,LB,240.0,73.0,10,239.0
NYJ,2018.0,Not Specified,9836.0,LB,231.0,72.0,9,192.0
JAX,2010.0,Knee,11305.0,DE,260.0,76.0,11,254.0
OTI,2015.0,Wrist,9609.0,WR,165.0,69.0,12,288.0
RAM,2020.0,Covid/Illness,8670.0,OL,312.0,76.0,12,291.0
HTX,2016.0,Patellar Tendon,10572.0,T,315.0,78.0,10,238.0
WAS,2019.0,Knee,8119.0,RB,225.0,71.0,9,194.0
NYJ,2013.0,Not Specified,10734.0,WR,192.0,71.0,7,142.0
MIN,2012.0,Not Specified,9990.0,RB,220.0,73.0,7,147.0
NYJ,2019.0,Ankle,10128.0,QB,220.0,75.0,9,199.0
DET,2020.0,Covid/Illness,9987.0,DB,190.0,71.0,7,150.0
KAN,2009.0,Calf,9147.0,DB,225.0,72.0,11,246.0
MIA,2020.0,Covid/Illness,9094.0,DE,297.0,78.0,7,151.0
NOR,2011.0,Concussion,10367.0,TE,248.0,75.0,11,264.0
SFO,2017.0,ACL,8262.0,DT,305.0,72.0,9,183.0
CRD,2013.0,Fibula,9148.0,LB,259.0,75.0,9,204.0
SFO,2020.0,Quadricep/Thigh,9346.0,TE,248.0,76.0,11,263.0
TAM,2018.0,Foot,9191.0,LB,236.0,73.0,9,182.0
NWE,2010.0,Concussion,10539.0,DT,295.0,76.0,1,310.0
PHI,2019.0,Ankle,9121.0,DT,305.0,75.0,10,234.0
NWE,2011.0,Quadricep/Thigh,11909.0,DE,260.0,76.0,12,291.0
NYG,2012.0,Knee,11513.0,T,310.0,76.0,12,278.0
HTX,2018.0,Concussion,9533.0,DB,185.0,72.0,9,192.0
CRD,2015.0,Not Specified,9904.0,TE,260.0,77.0,7,148.0
JAX,2019.0,Hamstring,10148.0,LB,240.0,74.0,12,282.0
TAM,2017.0,Leg,10483.0,GC,310.0,77.0,12,292.0
DET,2019.0,Knee,8149.0,RB,211.0,71.0,10,233.0
NWE,2017.0,Hamstring,11220.0,TE,275.0,78.0,11,269.0
OTI,2016.0,Not Specified,8781.0,DE,277.0,77.0,7,149.0
NYJ,2020.0,Ankle,8334.0,RB,216.0,71.0,11,267.0
DET,2020.0,Not Specified,9940.0,DE,265.0,74.0,11,245.0
CHI,2016.0,Patellar Tendon,9747.0,LB,239.0,72.0,11,272.0
CLE,2016.0,Not Specified,9308.0,DB,191.0,72.0,10,230.0
GNB,2014.0,Not Specified,8870.0,DE,265.0,75.0,7,144.0
CRD,2011.0,Ankle,8883.0,DB,183.0,72.0,9,201.0
NWE,2009.0,ACL,8001.0,WR,195.0,73.0,8,181.0
OTI,2019.0,Hamstring,13814.0,LB,263.0,75.0,11,268.0
DET,2018.0,Knee,8435.0,DE,297.0,75.0,12,290.0
CRD,2017.0,Arm,13818.0,QB,235.0,77.0,10,237.0
CIN,2017.0,Knee,11287.0,T,335.0,79.0,12,292.0
RAI,2020.0,Covid/Illness,10291.0,RB,219.0,71.0,7,150.0
HTX,2020.0,Concussion,8980.0,T,322.0,77.0,12,296.0
OTI,2019.0,Not Specified,9022.0,LB,225.0,74.0,8,170.0
RAI,2012.0,ACL,9240.0,LB,240.0,74.0,11,255.0
SFO,2020.0,Covid/Illness,10692.0,GC,301.0,75.0,11,262.0
NYG,2017.0,Quadricep/Thigh,10357.0,LB,245.0,75.0,11,256.0
JAX,2013.0,Achilles,10009.0,WR,199.0,77.0,11,265.0
GNB,2009.0,ACL,10965.0,DE,260.0,76.0,12,279.0
CLE,2018.0,Not Specified,8767.0,WR,207.0,76.0,10,224.0
RAV,2019.0,Tricep,11266.0,DL,265.0,75.0,10,233.0
KAN,2020.0,Hamstring,9166.0,LB,240.0,74.0,8,179.0
DET,2016.0,Foot,8993.0,T,315.0,79.0,1,306.0
RAI,2012.0,Foot,11219.0,DB,190.0,72.0,11,253.0
NYJ,2016.0,Leg,9862.0,RB,220.0,72.0,12,301.0
TAM,2012.0,Toe,10031.0,T,343.0,77.0,10,242.0
PHI,2018.0,Ankle,7927.0,DE,265.0,77.0,12,283.0
NYJ,2020.0,Groin,10207.0,PK,192.0,73.0,11,267.0
CHI,2014.0,Hamstring,9842.0,LB,229.0,72.0,12,284.0
OTI,2014.0,Knee,9865.0,TE,248.0,77.0,12,288.0
NOR,2016.0,Shoulder,9921.0,DB,210.0,73.0,12,296.0
KAN,2017.0,Achilles,9120.0,WR,205.0,75.0,10,225.0
NYG,2018.0,Knee,8668.0,WR,191.0,73.0,12,301.0
SFO,2013.0,Not Specified,9132.0,WR,185.0,70.0,7,139.0
DAL,2011.0,Back,14328.0,QB,219.0,74.0,12,286.0
CHI,2020.0,Shoulder,9975.0,DE,298.0,77.0,11,256.0
OTI,2020.0,Groin,9330.0,DB,209.0,73.0,11,254.0
HTX,2020.0,Covid/Illness,9851.0,DB,199.0,71.0,12,300.0
CAR,2009.0,Ankle,10712.0,T,305.0,76.0,11,259.0
NYJ,2017.0,Not Specified,9661.0,OG,320.0,76.0,12,299.0
JAX,2015.0,Groin,10479.0,RB,234.0,72.0,12,277.0
ATL,2020.0,Covid/Illness,8039.0,DB,195.0,73.0,9,208.0
NYJ,2012.0,Not Specified,8815.0,WR,208.0,72.0,7,143.0
JAX,2011.0,Hamstring,11697.0,DE,260.0,76.0,12,281.0
CLE,2010.0,Leg,8584.0,LB,226.0,71.0,9,202.0
RAV,2016.0,Hamstring,8169.0,DB,193.0,73.0,10,218.0
DET,2018.0,Neck,8709.0,LB,230.0,73.0,12,277.0
SEA,2019.0,ACL,10380.0,T,315.0,78.0,10,240.0
CAR,2018.0,Shoulder,9009.0,LB,230.0,72.0,12,292.0
NOR,2020.0,Covid/Illness,10716.0,S,205.0,70.0,1,305.0
MIA,2017.0,Not Specified,8291.0,RB,221.0,71.0,7,140.0
RAM,2020.0,Knee,14220.0,T,330.0,79.0,11,260.0
BUF,2013.0,Quadricep/Thigh,9593.0,DE,284.0,77.0,9,204.0
RAI,2016.0,Knee,9044.0,DE,260.0,76.0,12,296.0
RAI,2018.0,Achilles,11703.0,WR,210.0,75.0,11,261.0
PIT,2016.0,Shoulder,9417.0,WR,185.0,71.0,11,262.0
NWE,2013.0,Wrist,8897.0,RB,205.0,70.0,9,191.0
CHI,2011.0,Hamstring,8457.0,S,207.0,73.0,11,257.0
MIA,2009.0,Knee,9753.0,RB,205.0,68.0,10,225.0
DET,2011.0,Shoulder,10949.0,LB,240.0,76.0,9,208.0
SFO,2014.0,Ankle,8663.0,LB,248.0,72.0,12,292.0
RAI,2020.0,Pectoral/Chest,9809.0,QB,222.0,76.0,9,189.0
CRD,2016.0,Shoulder,10903.0,GC,285.0,75.0,12,300.0
NYG,2011.0,Covid/Illness,11145.0,T,318.0,78.0,12,279.0
NYJ,2020.0,Covid/Illness,8264.0,DB,215.0,75.0,11,270.0
RAV,2010.0,Knee,9011.0,GC,233.0,76.0,12,299.0
MIA,2017.0,Bicep,11041.0,GC,323.0,75.0,9,185.0
GNB,2017.0,Shoulder,10124.0,DE,265.0,75.0,12,302.0
CLE,2020.0,Covid/Illness,10377.0,DB,185.0,72.0,1,305.0
CLE,2015.0,Knee,9839.0,DE,262.0,75.0,10,225.0
NWE,2015.0,ACL,9174.0,RB,195.0,68.0,11,251.0
NYJ,2017.0,Groin,9339.0,LB,245.0,75.0,9,199.0
GNB,2015.0,Neck,9397.0,S,213.0,75.0,10,225.0
OTI,2015.0,Shoulder,9841.0,DE,261.0,76.0,12,289.0
MIA,2014.0,Knee,10102.0,DB,197.0,71.0,12,280.0
WAS,2018.0,Fibula,11801.0,QB,212.0,73.0,12,299.0
DEN,2016.0,Concussion,9462.0,DB,190.0,71.0,12,301.0
JAX,2020.0,Covid/Illness,7784.0,DB,175.0,70.0,7,147.0
SEA,2011.0,Knee,9603.0,DB,190.0,70.0,9,184.0
NYJ,2019.0,Not Specified,9631.0,S,207.0,72.0,7,141.0
CHI,2017.0,Hamstring,8497.0,DB,206.0,74.0,9,185.0
SFO,2013.0,Shoulder,9631.0,FB,254.0,73.0,12,290.0
MIA,2020.0,Covid/Illness,13917.0,QB,221.0,74.0,12,304.0
SEA,2019.0,Leg,9029.0,TE,254.0,76.0,8,154.0
CRD,2016.0,Tricep,10732.0,T,321.0,80.0,10,243.0
CLE,2009.0,Knee,12111.0,TE,270.0,77.0,11,260.0
PIT,2020.0,Covid/Illness,11586.0,DB,195.0,71.0,1,305.0
SEA,2011.0,Shoulder,9365.0,LB,236.0,73.0,11,270.0
CLT,2009.0,Bicep,10198.0,LB,236.0,72.0,11,246.0
TAM,2018.0,Shoulder,8382.0,RB,185.0,69.0,11,255.0
CHI,2017.0,Concussion,11197.0,DB,201.0,73.0,12,295.0
DEN,2019.0,Bicep,10054.0,LB,226.0,73.0,11,243.0
SFO,2019.0,Not Specified,10235.0,S,195.0,71.0,7,145.0
NYJ,2015.0,Wrist,8758.0,DB,201.0,72.0,9,187.0
ATL,2009.0,Knee,9668.0,DB,190.0,70.0,11,246.0
DAL,2012.0,Achilles,8993.0,DB,218.0,74.0,9,207.0
PHI,2018.0,Not Specified,9041.0,DT,300.0,76.0,10,228.0
ATL,2020.0,Covid/Illness,9096.0,DE,285.0,77.0,10,229.0
DAL,2012.0,Ankle,9279.0,GC,307.0,75.0,12,278.0
CLT,2011.0,ACL,8095.0,OL,322.0,76.0,10,216.0
DAL,2020.0,Covid/Illness,10020.0,DT,315.0,74.0,1,304.0
DAL,2013.0,Not Specified,10061.0,GC,292.0,76.0,7,140.0
SDG,2012.0,Groin,11168.0,PK,187.0,72.0,10,234.0
CLE,2019.0,Knee,8262.0,T,305.0,77.0,9,183.0
BUF,2009.0,Groin,8478.0,DB,205.0,72.0,12,295.0
SDG,2016.0,ACL,8903.0,WR,211.0,74.0,9,193.0
MIN,2018.0,ACL,7917.0,DB,186.0,70.0,10,227.0
NOR,2015.0,Back,12538.0,QB,217.0,76.0,11,251.0
ATL,2019.0,Not Specified,9121.0,WR,190.0,73.0,12,282.0
HTX,2013.0,Not Specified,9832.0,RB,227.0,73.0,7,144.0
PHI,2020.0,Bicep,9490.0,DT,305.0,75.0,10,238.0
NOR,2011.0,Toe,8048.0,RB,215.0,69.0,1,306.0
RAI,2019.0,Foot,9558.0,S,200.0,70.0,11,251.0
NWE,2014.0,Foot,8920.0,DT,345.0,74.0,9,208.0
JAX,2020.0,Forearm,10627.0,GC,325.0,78.0,11,271.0
CHI,2019.0,Not Specified,10925.0,DE,335.0,76.0,10,226.0
NYJ,2012.0,Not Specified,8594.0,LB,248.0,74.0,7,143.0
SEA,2018.0,Not Specified,10713.0,DB,202.0,70.0,9,186.0
SEA,2020.0,Foot,13041.0,TE,255.0,77.0,11,266.0
WAS,2016.0,ACL,9124.0,LB,245.0,73.0,12,293.0
OTI,2016.0,Fibula,8459.0,QB,222.0,76.0,12,300.0
PIT,2012.0,Ankle,8861.0,DB,180.0,72.0,12,301.0
CAR,2012.0,Knee,9132.0,WR,217.0,75.0,8,178.0
DEN,2017.0,Wrist,8981.0,DE,245.0,75.0,12,291.0
CRD,2016.0,ACL,9787.0,WR,204.0,75.0,10,237.0
CLE,2020.0,Covid/Illness,10797.0,GC,295.0,76.0,11,256.0
TAM,2013.0,Hip,9199.0,TE,253.0,77.0,9,204.0
SFO,2015.0,Hand,8296.0,RB,220.0,69.0,11,249.0
DET,2009.0,Concussion,10658.0,TE,258.0,76.0,12,287.0
CIN,2014.0,Concussion,9575.0,WR,180.0,71.0,12,303.0
RAM,2013.0,Not Specified,9794.0,DT,293.0,74.0,7,141.0
RAV,2020.0,Quadricep/Thigh,9937.0,T,312.0,79.0,11,271.0
SEA,2012.0,Hamstring,9273.0,DB,186.0,71.0,12,304.0
NYJ,2018.0,Thumb,9398.0,S,207.0,72.0,12,273.0
NYG,2017.0,Back,9983.0,OG,311.0,77.0,12,286.0
NYG,2018.0,Hamstring,8912.0,WR,195.0,72.0,10,217.0
TAM,2017.0,Not Specified,12026.0,PK,222.0,73.0,10,220.0
DAL,2020.0,Covid/Illness,12059.0,QB,219.0,74.0,11,246.0
CLE,2018.0,Foot,9989.0,WR,225.0,75.0,8,168.0
MIA,2017.0,Foot,8739.0,WR,215.0,73.0,12,300.0
SFO,2016.0,Concussion,10193.0,WR,205.0,72.0,12,296.0
CLE,2020.0,Covid/Illness,8665.0,S,214.0,75.0,1,310.0
MIN,2020.0,Covid/Illness,8780.0,LS,245.0,75.0,11,253.0
NYJ,2018.0,Concussion,9467.0,LB,262.0,75.0,12,291.0
CIN,2018.0,Leg,9119.0,TE,252.0,77.0,10,234.0
DET,2019.0,Ankle,8187.0,TE,248.0,77.0,12,274.0
CRD,2018.0,Hip,16013.0,PK,200.0,71.0,11,268.0
SEA,2013.0,ACL,9921.0,WR,200.0,76.0,10,241.0
TAM,2020.0,Covid/Illness,12782.0,DT,310.0,75.0,1,304.0
CLE,2019.0,Wrist,8472.0,TE,246.0,76.0,9,201.0
DEN,2020.0,Covid/Illness,10480.0,WR,170.0,68.0,11,270.0
CAR,2020.0,Covid/Illness,8638.0,WR,210.0,72.0,12,280.0
CRD,2016.0,Not Specified,8840.0,DB,190.0,69.0,7,146.0
SDG,2019.0,Foot,8474.0,DL,293.0,74.0,11,257.0
PIT,2016.0,Pectoral/Chest,10059.0,DT,295.0,77.0,11,262.0
BUF,2017.0,Forearm,11666.0,DB,194.0,70.0,10,214.0
NOR,2019.0,Shoulder,9125.0,LB,237.0,75.0,9,197.0
OTI,2017.0,Back,8840.0,LB,242.0,74.0,9,201.0
NOR,2017.0,Foot,8706.0,TE,240.0,76.0,1,306.0
WAS,2018.0,Hamstring,8602.0,S,206.0,73.0,10,240.0
CAR,2019.0,Foot,8712.0,S,200.0,71.0,10,233.0
GNB,2017.0,Not Specified,12436.0,QB,225.0,74.0,12,291.0
NYG,2017.0,Concussion,9615.0,GC,290.0,76.0,11,246.0
NYJ,2019.0,Knee,12650.0,GC,300.0,74.0,11,258.0
MIA,2020.0,Covid/Illness,9399.0,DT,311.0,75.0,8,156.0
DET,2018.0,Back,9850.0,RB,224.0,71.0,9,182.0
DET,2017.0,Leg,8936.0,OG,310.0,76.0,9,207.0
SDG,2012.0,Thumb,8755.0,GC,298.0,72.0,12,277.0
NYG,2013.0,Not Specified,8974.0,FB,260.0,74.0,7,145.0
WAS,2015.0,Wrist,9587.0,S,212.0,72.0,9,196.0
RAI,2013.0,Rib/Lung,9756.0,LB,226.0,71.0,12,278.0
SDG,2019.0,Fibula,9376.0,OG,310.0,76.0,10,234.0
JAX,2016.0,Achilles,8837.0,WR,186.0,71.0,12,276.0
NYG,2013.0,Knee,12659.0,DT,350.0,76.0,11,249.0
SFO,2014.0,Leg,9808.0,GC,291.0,75.0,10,236.0
SEA,2020.0,Covid/Illness,10353.0,S,196.0,71.0,1,305.0
CLT,2009.0,Back,8807.0,TE,250.0,77.0,1,305.0
SDG,2015.0,Ankle,9344.0,TE,237.0,78.0,12,300.0
DET,2009.0,ACL,9001.0,DB,181.0,68.0,11,259.0
CLT,2014.0,Knee,8751.0,T,321.0,78.0,9,183.0
NYJ,2016.0,Not Specified,9419.0,DT,290.0,75.0,9,194.0
GNB,2020.0,Knee,10724.0,GC,301.0,75.0,12,278.0
DEN,2020.0,ACL,9196.0,DB,198.0,70.0,12,289.0
SDG,2015.0,Knee,8287.0,RB,215.0,73.0,12,293.0
NOR,2012.0,Knee,9381.0,T,284.0,77.0,12,288.0
DAL,2019.0,ACL,8239.0,T,298.0,77.0,12,274.0
RAV,2014.0,Knee,9144.0,DB,193.0,70.0,12,287.0
JAX,2013.0,Ankle,8007.0,T,306.0,78.0,10,219.0
SEA,2014.0,ACL,8309.0,WR,180.0,72.0,1,315.0
BUF,2020.0,Quadricep/Thigh,8769.0,LB,230.0,74.0,10,224.0
KAN,2016.0,Knee,10902.0,RB,199.0,71.0,11,244.0
OTI,2020.0,Covid/Illness,8468.0,DL,305.0,76.0,10,215.0
SDG,2011.0,Bicep,11802.0,LB,235.0,73.0,10,222.0
NYJ,2017.0,Knee,11708.0,RB,221.0,73.0,12,302.0
RAV,2014.0,Knee,8324.0,S,205.0,71.0,12,288.0
RAI,2014.0,Shoulder,9777.0,DB,211.0,72.0,12,285.0
DET,2013.0,Knee,10715.0,RB,225.0,70.0,9,185.0
CLE,2013.0,ACL,8705.0,WR,175.0,70.0,10,240.0
NYG,2009.0,Shoulder,9812.0,TE,252.0,77.0,12,295.0
CAR,2016.0,Knee,10344.0,DB,210.0,73.0,10,240.0
SFO,2017.0,Shoulder,9365.0,RB,205.0,70.0,11,271.0
CIN,2018.0,Knee,9520.0,LB,251.0,73.0,11,262.0
CRD,2015.0,Foot,8349.0,TE,270.0,78.0,7,148.0
NYJ,2020.0,Hamstring,10680.0,DB,192.0,72.0,12,285.0
SDG,2020.0,Shoulder,8813.0,LB,241.0,74.0,1,304.0
DEN,2018.0,Hip,10199.0,DB,192.0,71.0,9,182.0
NOR,2010.0,Not Specified,9435.0,WR,214.0,74.0,7,148.0
DET,2019.0,Not Specified,8284.0,DE,260.0,77.0,7,138.0
BUF,2011.0,Shoulder,12740.0,PK,227.0,75.0,12,280.0
PIT,2016.0,Concussion,9436.0,S,205.0,69.0,12,297.0
PHI,2020.0,Not Specified,8125.0,WR,193.0,72.0,9,188.0
NWE,2019.0,Foot,10354.0,WR,225.0,75.0,8,168.0
JAX,2012.0,Fibula,11552.0,RB,265.0,73.0,12,297.0
GNB,2016.0,Not Specified,9983.0,DB,197.0,71.0,10,222.0
OTI,2015.0,Knee,8017.0,LB,248.0,73.0,9,186.0
GNB,2020.0,Toe,9256.0,DT,304.0,75.0,11,268.0
RAV,2016.0,Not Specified,8678.0,TE,270.0,76.0,11,264.0
JAX,2020.0,Covid/Illness,9052.0,DB,185.0,71.0,12,289.0
JAX,2018.0,MCL,8871.0,LB,217.0,71.0,10,236.0
PIT,2013.0,Bicep,12142.0,LB,239.0,73.0,9,190.0
TAM,2009.0,Thumb,10009.0,DB,202.0,73.0,11,253.0
NYJ,2019.0,Ankle,10927.0,TE,255.0,78.0,12,284.0
JAX,2011.0,Not Specified,9922.0,LB,222.0,70.0,11,264.0
BUF,2010.0,Shoulder,8580.0,T,314.0,76.0,12,300.0
CLT,2011.0,Hand,9457.0,GC,300.0,76.0,11,250.0
NOR,2010.0,Not Specified,12724.0,DB,210.0,74.0,9,185.0
CLE,2020.0,Covid/Illness,8648.0,DB,190.0,71.0,12,304.0
PHI,2013.0,Hand,9316.0,DB,195.0,72.0,9,183.0
OTI,2020.0,Covid/Illness,10504.0,DT,320.0,76.0,9,211.0
RAI,2015.0,Neck,8002.0,DE,280.0,75.0,12,295.0
WAS,2009.0,ACL,11046.0,RB,224.0,71.0,11,265.0
PHI,2017.0,Knee,11244.0,DB,200.0,70.0,10,230.0
TAM,2013.0,Knee,9681.0,LB,225.0,72.0,12,276.0
MIA,2018.0,ACL,9114.0,DB,200.0,73.0,11,244.0
BUF,2010.0,Wrist,9487.0,DB,208.0,72.0,9,185.0
OTI,2014.0,Pectoral/Chest,9094.0,LB,250.0,73.0,9,197.0
ATL,2014.0,Knee,9264.0,GC,315.0,77.0,10,231.0
RAV,2011.0,Foot,8199.0,LB,220.0,75.0,12,293.0
NWE,2019.0,Thumb,12114.0,WR,198.0,70.0,7,141.0
WAS,2017.0,Quadricep/Thigh,9875.0,OG,318.0,77.0,11,263.0
CAR,2017.0,Knee,8150.0,DE,265.0,77.0,10,217.0
CRD,2020.0,Covid/Illness,8811.0,WR,200.0,71.0,1,305.0
DET,2014.0,ACL,10856.0,LB,245.0,71.0,9,203.0
MIA,2014.0,Pectoral/Chest,8997.0,S,195.0,71.0,11,245.0
JAX,2020.0,Hip,10901.0,PK,215.0,72.0,9,205.0
BUF,2011.0,Foot,8372.0,LB,248.0,75.0,9,194.0
TAM,2009.0,Thumb,11137.0,DB,214.0,73.0,9,203.0
NYG,2013.0,Neck,8181.0,RB,205.0,70.0,11,249.0
HTX,2020.0,Pectoral/Chest,9366.0,DT,305.0,72.0,11,268.0
SDG,2013.0,Neck,11711.0,WR,225.0,77.0,10,212.0
HTX,2018.0,Wrist,8895.0,LB,237.0,72.0,9,206.0
HTX,2013.0,Toe,10844.0,DB,186.0,71.0,12,296.0
CAR,2020.0,Covid/Illness,9552.0,DB,209.0,74.0,10,235.0
MIN,2009.0,Not Specified,10720.0,LB,245.0,73.0,12,281.0
CHI,2017.0,Tricep,11709.0,DE,251.0,77.0,10,221.0
OTI,2020.0,Quadricep/Thigh,9053.0,WR,175.0,68.0,10,214.0
SFO,2020.0,Foot,9889.0,TE,250.0,76.0,11,248.0
JAX,2012.0,Calf,8333.0,RB,200.0,70.0,12,291.0
JAX,2011.0,Hand,9124.0,LB,235.0,73.0,11,256.0
BUF,2020.0,Covid/Illness,8745.0,TE,254.0,76.0,10,236.0
PIT,2011.0,Foot,12969.0,DE,298.0,77.0,10,233.0
PIT,2013.0,ACL,9194.0,DB,180.0,72.0,11,268.0
OTI,2009.0,Hamstring,10588.0,WR,185.0,69.0,10,241.0
OTI,2010.0,Thumb,10050.0,QB,232.0,77.0,11,264.0
CRD,2020.0,Covid/Illness,10724.0,LB,256.0,75.0,11,245.0
DEN,2014.0,Knee,9176.0,DE,250.0,77.0,1,313.0
RAV,2018.0,Quadricep/Thigh,8880.0,DB,193.0,73.0,9,198.0
CAR,2020.0,Not Specified,9430.0,WR,210.0,75.0,10,232.0
OTI,2020.0,Not Specified,9330.0,WR,209.0,75.0,7,148.0
KAN,2012.0,Ankle,8657.0,DL,288.0,75.0,12,279.0
BUF,2011.0,Achilles,10014.0,LB,264.0,76.0,10,236.0
NWE,2020.0,Covid/Illness,8911.0,DL,300.0,75.0,10,224.0
NOR,2020.0,Knee,9715.0,DT,305.0,74.0,11,249.0
DAL,2018.0,Hamstring,10290.0,DE,285.0,76.0,9,206.0
CLE,2020.0,Covid/Illness,8614.0,DB,210.0,72.0,7,146.0
MIA,2020.0,Covid/Illness,9596.0,T,330.0,78.0,8,153.0
CLE,2020.0,Covid/Illness,7981.0,WR,204.0,74.0,12,299.0
NWE,2018.0,Not Specified,8068.0,LB,255.0,74.0,9,207.0
CHI,2020.0,Tricep,10706.0,TE,230.0,79.0,11,262.0
NOR,2017.0,Shoulder,8413.0,LB,237.0,75.0,10,215.0
BUF,2015.0,Quadricep/Thigh,10391.0,DE,284.0,77.0,11,272.0
NYG,2019.0,Concussion,11407.0,FB,255.0,77.0,12,299.0
CLE,2020.0,Neck,9413.0,WR,203.0,71.0,12,281.0
NOR,2014.0,Knee,8908.0,DE,285.0,76.0,10,231.0
CIN,2013.0,Ankle,10040.0,WR,175.0,67.0,9,185.0
OTI,2020.0,Knee,10597.0,RB,210.0,72.0,9,205.0
OTI,2020.0,Knee,10327.0,DB,190.0,71.0,12,297.0
CLT,2014.0,Fibula,10471.0,RB,195.0,71.0,11,260.0
SEA,2017.0,Finger,9177.0,OG,297.0,76.0,11,250.0
WAS,2017.0,Shoulder,11457.0,DT,301.0,75.0,11,253.0
CLE,2009.0,Ankle,9620.0,DT,315.0,74.0,12,279.0
NOR,2013.0,Not Specified,11182.0,DB,205.0,73.0,7,142.0
WAS,2019.0,Knee,8688.0,DB,190.0,69.0,8,181.0
CAR,2012.0,Wrist,8867.0,T,305.0,76.0,12,299.0
CRD,2014.0,Concussion,13285.0,DE,263.0,76.0,9,200.0
SDG,2015.0,Knee,10889.0,DB,190.0,70.0,12,284.0
JAX,2011.0,Shoulder,9875.0,TE,245.0,77.0,10,229.0
TAM,2012.0,Foot,9758.0,WR,182.0,69.0,9,203.0
GNB,2017.0,Knee,8624.0,T,301.0,78.0,12,298.0
JAX,2020.0,Covid/Illness,8036.0,DB,175.0,73.0,7,147.0
SFO,2020.0,Hamstring,11069.0,S,211.0,73.0,11,260.0
RAV,2019.0,ACL,10115.0,S,211.0,71.0,10,218.0
BUF,2016.0,Not Specified,9022.0,T,351.0,79.0,10,215.0
GNB,2017.0,Not Specified,12376.0,QB,225.0,74.0,10,231.0
HTX,2010.0,Wrist,10211.0,DB,195.0,72.0,11,255.0
OTI,2020.0,Covid/Illness,8064.0,DB,197.0,71.0,10,213.0
CHI,2011.0,Knee,9513.0,RB,221.0,73.0,12,299.0
CHI,2011.0,Hamstring,8695.0,TE,250.0,76.0,11,251.0
CLT,2015.0,Wrist,10848.0,RB,195.0,71.0,11,272.0
DET,2017.0,Bicep,12317.0,DT,340.0,76.0,10,222.0
SEA,2014.0,Foot,8138.0,DE,254.0,76.0,10,229.0
SEA,2018.0,Tibia,10740.0,DB,202.0,70.0,10,213.0
SDG,2010.0,Shoulder,8709.0,LB,226.0,75.0,9,209.0
CHI,2015.0,Arm,9379.0,RB,205.0,66.0,10,223.0
PHI,2018.0,Knee,9234.0,TE,223.0,75.0,11,258.0
OTI,2020.0,Covid/Illness,7837.0,OL,350.0,78.0,7,148.0
JAX,2019.0,Knee,11132.0,LB,244.0,72.0,11,268.0
CLT,2012.0,Knee,9792.0,GC,300.0,76.0,10,220.0
CIN,2015.0,Knee,9112.0,LB,255.0,73.0,9,186.0
KAN,2020.0,Back,11489.0,T,320.0,77.0,11,264.0
SEA,2020.0,Hamstring,9318.0,S,203.0,75.0,12,278.0
TAM,2015.0,Back,8677.0,DT,303.0,73.0,9,182.0
CHI,2016.0,Shoulder,12274.0,QB,231.0,75.0,12,278.0
MIA,2016.0,Not Specified,10932.0,RB,227.0,73.0,7,149.0
CIN,2016.0,ACL,9132.0,RB,205.0,69.0,11,265.0
CIN,2009.0,Forearm,10683.0,DB,222.0,72.0,11,255.0
SEA,2020.0,Groin,9198.0,OL,322.0,76.0,12,297.0
ATL,2013.0,Foot,9394.0,LB,241.0,73.0,9,198.0
TAM,2013.0,Groin,9956.0,DB,173.0,72.0,9,184.0
SEA,2011.0,Concussion,9221.0,WR,200.0,76.0,11,272.0
CAR,2016.0,Knee,8951.0,S,205.0,73.0,12,300.0
BUF,2010.0,Knee,8862.0,DE,255.0,74.0,12,278.0
DEN,2017.0,Foot,10548.0,T,315.0,77.0,11,250.0
RAM,2020.0,Quadricep/Thigh,8658.0,DE,258.0,75.0,12,285.0
TAM,2019.0,Not Specified,8844.0,LB,238.0,74.0,7,141.0
CLE,2014.0,Knee,8901.0,DB,207.0,73.0,12,292.0
RAI,2020.0,Covid/Illness,9856.0,LB,228.0,75.0,11,255.0
NWE,2011.0,Shoulder,8781.0,DT,297.0,76.0,9,184.0
ATL,2020.0,Covid/Illness,9600.0,LB,255.0,75.0,11,257.0
KAN,2019.0,Pectoral/Chest,10538.0,DE,261.0,76.0,12,288.0
PHI,2015.0,Ankle,10542.0,DB,202.0,73.0,11,269.0
GNB,2017.0,Shoulder,8251.0,DB,200.0,75.0,12,278.0
NWE,2016.0,Not Specified,14306.0,QB,225.0,76.0,10,215.0
